"","subject","age","awar","prof","bil.dom","time","age.acq","prime","target","item","target.sta","prime.type","prime.len","target.len","prime.freq","target.freq","target.lan","response","order","RT","amb","listeng","listspa","issue","dis","accuracy","itemcode"
"5588","22",23,"no",45,20,9,14,"grid","CENPRO","nonCENPRO","nonword","",4,6,3.92,NA,"spa","0",2,0.642789602,NA,"a","d","clean","no","yes",123
"5589","22",23,"no",45,20,9,14,"armoury","CERDU","nonCERDU","nonword","",7,5,3.01,NA,"spa","0",38,0.67106092,NA,"a","d","clean","no","yes",124
"5590","22",23,"no",45,20,9,14,"muffin","CHATAL","nonCHATAL","nonword","",6,6,4,NA,"spa","0",116,0.6890769,NA,"a","d","clean","no","yes",125
"5591","22",23,"no",45,20,9,14,"storm","CHOSPA","nonCHOSPA","nonword","",5,6,4.46,NA,"spa","0",113,0.62385112,NA,"a","d","clean","no","yes",128
"5592","22",23,"no",45,20,9,14,"copper","CIELA","nonCIELA","nonword","",6,5,4.25,NA,"spa","0",16,0.796479404,NA,"a","d","clean","no","yes",129
"5593","22",23,"no",45,20,9,14,"branch","CINA","nonCINA","nonword","",6,4,4.1,NA,"spa","0",108,0.806765497,NA,"a","d","clean","no","yes",130
"5594","22",23,"no",45,20,9,14,"burden","CIRTA","nonCIRTA","nonword","",6,5,4.06,NA,"spa","0",14,0.658891976,NA,"a","d","clean","no","yes",131
"5595","22",23,"no",45,20,9,14,"cello","CLAENTE","nonCLAENTE","nonword","",5,7,3.46,NA,"spa","0",93,0.823081195,NA,"a","d","clean","no","yes",132
"5596","22",23,"no",45,20,9,14,"cruise","CLIMO","nonCLIMO","nonword","",6,5,4.09,NA,"spa","0",91,0.561160266,NA,"a","d","clean","no","yes",133
"5597","22",23,"no",45,20,9,14,"razor","COIMÁN","nonCOIMÁN","nonword","",5,6,3.69,NA,"spa","0",54,0.703212738,NA,"a","d","clean","no","yes",134
"5598","22",23,"no",45,20,9,14,"cane","COLLE","nonCOLLE","nonword","",4,5,3.75,NA,"spa","0",87,0.67481643,NA,"a","d","clean","no","yes",135
"5599","22",23,"no",45,20,9,14,"cousin","COMOTE","nonCOMOTE","nonword","",6,6,4.26,NA,"spa","0",128,0.587839246,NA,"a","d","clean","no","yes",136
"5600","22",23,"no",45,20,9,14,"kettle","CONLE","nonCONLE","nonword","",6,5,4.02,NA,"spa","0",98,0.639117241,NA,"a","d","clean","no","yes",137
"5601","22",23,"no",45,20,9,14,"portrait","CORETA","nonCORETA","nonword","",8,6,4.18,NA,"spa","0",63,0.704045177,NA,"a","d","clean","no","yes",138
"5602","22",23,"no",45,20,9,14,"mosque","CORREDAR","nonCORREDAR","nonword","",6,8,3.81,NA,"spa","0",33,0.693102479,NA,"a","d","clean","no","yes",139
"5603","22",23,"no",45,20,9,14,"oyster","CRUMA","nonCRUMA","nonword","",6,5,3.82,NA,"spa","0",78,0.589838624,NA,"a","d","clean","no","yes",142
"5604","22",23,"no",45,20,9,14,"harbour","CUADRÍ","nonCUADRÍ","nonword","",7,6,4.12,NA,"spa","0",122,0.607588768,NA,"a","d","clean","no","yes",143
"5605","22",23,"no",45,20,9,14,"blaze","CUÑAYA","nonCUÑAYA","nonword","",5,6,3.61,NA,"spa","0",97,0.702313781,NA,"a","d","clean","no","yes",144
"5606","22",23,"no",45,20,9,14,"blood","CURCEL","nonCURCEL","nonword","",5,6,4.98,NA,"spa","0",43,0.609782279,NA,"a","d","clean","no","yes",145
"5607","22",23,"no",45,20,9,14,"juice","DEODA","nonDEODA","nonword","",5,5,4.44,NA,"spa","0",103,0.541859567,NA,"a","d","clean","no","yes",146
"5608","22",23,"no",45,20,9,14,"flat","EQUIPUJE","nonEQUIPUJE","nonword","",4,8,4.99,NA,"spa","0",4,0.997108936,NA,"a","d","clean","no","yes",148
"5609","22",23,"no",45,20,9,14,"shell","FABULTAD","nonFABULTAD","nonword","",5,8,4.39,NA,"spa","0",51,0.686527133,NA,"a","d","clean","no","yes",149
"5610","22",23,"no",45,20,9,14,"cinnamon","FLAR","nonFLAR","nonword","",8,4,3.78,NA,"spa","0",126,0.608618736,NA,"a","d","clean","no","yes",151
"5611","22",23,"no",45,20,9,14,"army","FOESTA","nonFOESTA","nonword","",4,6,4.91,NA,"spa","0",64,0.673592329,NA,"a","d","clean","no","yes",153
"5612","22",23,"no",45,20,9,14,"pen","GAKO","nonGAKO","nonword","",3,4,4.37,NA,"spa","0",53,0.556151152,NA,"a","d","clean","no","yes",156
"5613","22",23,"no",45,20,9,14,"knight","GANDA","nonGANDA","nonword","",6,5,4.19,NA,"spa","0",17,0.70705235,NA,"a","d","clean","no","yes",157
"5614","22",23,"no",45,20,9,14,"marble","GOTE","nonGOTE","nonword","",6,4,3.86,NA,"spa","0",39,1.040967584,NA,"a","d","clean","no","yes",159
"5615","22",23,"no",45,20,9,14,"junk","HUMI","nonHUMI","nonword","",4,4,3.97,NA,"spa","0",24,0.59434849,NA,"a","d","clean","no","yes",163
"5616","22",23,"no",45,20,9,14,"suitcase","JOSA","nonJOSA","nonword","",8,4,3.78,NA,"spa","0",68,0.608435273,NA,"a","d","clean","no","yes",165
"5617","22",23,"no",45,20,9,14,"glance","LATI","nonLATI","nonword","",6,4,3.77,NA,"spa","0",66,0.588587642,NA,"a","d","clean","no","yes",167
"5618","22",23,"no",45,20,9,14,"vacuum","LORTE","nonLORTE","nonword","",6,5,3.86,NA,"spa","0",100,0.538657427,NA,"a","d","clean","no","yes",168
"5619","22",23,"no",45,20,9,14,"stone","MASTILLO","nonMASTILLO","nonword","",5,8,4.84,NA,"spa","0",70,0.721109688,NA,"a","d","clean","no","yes",169
"5620","22",23,"no",45,20,9,14,"stove","MASURA","nonMASURA","nonword","",5,6,3.67,NA,"spa","0",84,0.908961833,NA,"a","d","clean","no","yes",170
"5621","22",23,"no",45,20,9,14,"dish","MEREAL","nonMEREAL","nonword","",4,6,4.94,NA,"spa","0",95,0.596571386,NA,"a","d","clean","no","yes",171
"5622","22",23,"no",45,20,9,14,"cape","MURTILLO","nonMURTILLO","nonword","",4,8,3.95,NA,"spa","0",90,0.756265283,NA,"a","d","clean","no","yes",172
"5623","22",23,"no",45,20,9,14,"fork","OSU","nonOSU","nonword","",4,3,3.97,NA,"spa","0",47,0.596312404,NA,"a","d","clean","no","yes",173
"5624","22",23,"no",45,20,9,14,"saviour","PAFA","nonPAFA","nonword","",7,4,3.63,NA,"spa","0",5,0.672075927,NA,"a","d","clean","no","yes",174
"5625","22",23,"no",45,20,9,14,"weapon","PATU","nonPATU","nonword","",6,4,4.29,NA,"spa","0",118,0.557155132,NA,"a","d","clean","no","yes",175
"5626","22",23,"no",45,20,9,14,"survey","SOPE","nonSOPE","nonword","",6,4,4.28,NA,"spa","0",79,0.593830943,NA,"a","d","clean","no","yes",201
"5627","22",23,"no",45,20,9,14,"teenager","SOPU","nonSOPU","nonword","",8,4,4.2,NA,"spa","0",22,0.643105745,NA,"a","d","clean","no","yes",202
"5628","22",23,"no",45,20,9,14,"signal","TOLSA","nonTOLSA","nonword","",6,5,4.25,NA,"spa","0",73,0.558457732,NA,"a","d","clean","no","yes",218
"5629","22",23,"no",45,20,9,14,"mortgage","VATO","nonVATO","nonword","",8,4,4.21,NA,"spa","0",48,0.708381414,NA,"a","d","clean","no","yes",222
"5630","22",23,"no",45,20,9,14,"mall","VOLOR","nonVOLOR","nonword","",4,5,3.7,NA,"spa","0",114,0.687939823,NA,"a","d","clean","no","yes",223
"5631","22",23,"no",45,20,9,14,"river","VUENTA","nonVUENTA","nonword","",5,6,4.93,NA,"spa","0",19,0.640882373,NA,"a","d","clean","no","yes",224
"5632","22",23,"no",45,20,9,14,"wheel","YARGA","nonYARGA","nonword","",5,5,4.51,NA,"spa","0",13,0.857904851,NA,"a","d","clean","no","yes",228
"5633","23",32,"no",45,20,17,10,"cangrejo","BASKET","conBASKET","word","control",8,6,3.99,4.16,"eng","1",75,0.687733293,1,"b","c","as","no","yes",11
"5634","23",32,"no",45,20,17,10,"cepillo","BLANKET","conBLANKET","word","control",7,7,3.98,3.93,"eng","1",68,0.68839252,0,"b","c","clean","no","yes",12
"5635","23",32,"no",45,20,17,10,"teclado","BRUSH","conBRUSH","word","control",7,5,3.32,4.29,"eng","1",101,0.786592245,1,"b","c","com","no","yes",15
"5637","23",32,"no",45,20,17,10,"moneda","CLOWN","conCLOWN","word","control",6,5,3.46,3.9,"eng","1",2,1.194496989,0,"b","c","clean","no","yes",29
"5638","23",32,"no",45,20,17,10,"herida","COIN","conCOIN","word","control",6,4,3.5,4.05,"eng","1",62,0.577949524,0,"b","c","clean","no","yes",30
"5641","23",32,"no",45,20,17,10,"manta","CRAB","conCRAB","word","control",5,4,3.41,4.21,"eng","1",74,0.957181096,0,"b","c","clean","no","yes",34
"5642","23",32,"no",45,20,17,10,"deberes","DOUGH","conDOUGH","word","control",7,5,4.01,4.05,"eng","1",88,0.921022415,1,"b","c","as","no","yes",38
"5643","23",32,"no",45,20,17,10,"bandera","DWARF","conDWARF","word","control",7,5,4.18,3.59,"eng","0",61,0.573951721,0,"b","c","clean","no","no",40
"5644","23",32,"no",45,20,17,10,"enano","FLAG","conFLAG","word","control",5,4,3.99,4.42,"eng","1",9,0.572186589,0,"b","c","clean","no","yes",46
"5645","23",32,"no",45,20,17,10,"maíz","FOLDER","conFOLDER","word","control",4,6,3.45,2.94,"eng","1",121,0.85317862,0,"b","c","clean","no","yes",48
"5646","23",32,"no",45,20,17,10,"escudo","GRAPE","conGRAPE","word","control",6,5,4.01,3.54,"eng","1",96,0.773279428,0,"b","c","clean","no","yes",53
"5648","23",32,"no",45,20,17,10,"ascensor","HAZELNUT","conHAZELNUT","word","control",8,8,4.3,3.17,"eng","1",28,0.888029158,1,"b","c","ae","no","yes",56
"5649","23",32,"no",45,20,17,10,"avellana","HOMEWORK","conHOMEWORK","word","control",8,8,2.72,4.09,"eng","1",92,0.919609249,1,"b","c","as","no","yes",58
"5651","23",32,"no",45,20,17,10,"uva","KEYBOARD","conKEYBOARD","word","control",3,8,3.34,3.64,"eng","1",29,0.765299916,1,"b","c","com","no","yes",60
"5652","23",32,"no",45,20,17,10,"masa","LIFT","conLIFT","word","control",4,4,3.45,4.75,"eng","1",47,0.756435513,1,"b","c","ae","no","yes",63
"5655","23",32,"no",45,20,17,10,"cesta","PENCIL","conPENCIL","word","control",5,6,3.57,3.98,"eng","1",54,0.589014709,1,"b","c","as","no","yes",74
"5658","23",32,"no",45,20,17,10,"carpeta","SCAR","conSCAR","word","control",7,4,3.64,3.6,"eng","1",52,0.890878856,0,"b","c","clean","no","yes",78
"5659","23",32,"no",45,20,17,10,"anillo","SHIELD","conSHIELD","word","control",6,6,4.78,3.8,"eng","0",59,0.788118899,1,"b","c","as","no","no",81
"5661","23",32,"no",45,20,17,10,"lápiz","STEEL","conSTEEL","word","control",5,5,3.45,4.42,"eng","1",107,0.874476135,0,"b","c","clean","no","yes",85
"5662","23",32,"no",45,20,17,10,"cicatriz","TRAY","conTRAY","word","control",8,4,4.03,4.15,"eng","1",99,0.858897269,0,"b","c","clean","no","yes",91
"5663","23",32,"no",45,20,17,10,"payaso","WALLET","conWALLET","word","control",6,6,3.47,3.81,"eng","1",84,0.805800378,0,"b","c","clean","no","yes",96
"5664","23",32,"no",45,20,17,10,"galleta","WOUND","conWOUND","word","control",7,5,3.43,4.1,"eng","0",35,0.693244576,1,"b","c","ae","no","no",100
"5666","23",32,"no",45,20,17,10,"flecha","ARROW","relARROW","word","related",6,5,3.39,3.78,"eng","1",104,0.658839881,0,"b","c","clean","no","yes",233
"5667","23",32,"no",45,20,17,10,"hacha","AXE","relAXE","word","related",5,3,3.4,3.85,"eng","1",81,0.651295185,0,"b","c","clean","no","yes",236
"5669","23",32,"no",45,20,17,10,"freno","BRAKE","relBRAKE","word","related",5,5,3.38,3.84,"eng","1",109,0.95548296,0,"b","c","clean","no","yes",242
"5672","23",32,"no",45,20,17,10,"vela","CANDLE","relCANDLE","word","related",4,6,3.42,3.79,"eng","1",14,0.684948444,0,"b","c","clean","no","yes",245
"5674","23",32,"no",45,20,17,10,"cereza","CHERRY","relCHERRY","word","related",6,6,3.68,4.23,"eng","1",123,0.773071647,0,"b","c","clean","no","yes",255
"5675","23",32,"no",45,20,17,10,"algodón","COTTON","relCOTTON","word","related",7,6,3.94,4.1,"eng","1",89,0.610914648,0,"b","c","clean","no","yes",261
"5677","23",32,"no",45,20,17,10,"edredón","DUVET","relDUVET","word","related",7,5,3.13,3.39,"eng","1",13,0.719500721,0,"b","c","clean","no","yes",267
"5678","23",32,"no",45,20,17,10,"tela","FABRIC","relFABRIC","word","related",4,6,3.41,3.97,"eng","1",67,0.640114367,0,"b","c","clean","no","yes",273
"5679","23",32,"no",45,20,17,10,"bosque","FOREST","relFOREST","word","related",6,6,4.73,4.67,"eng","1",72,0.608649015,0,"b","c","clean","no","yes",277
"5680","23",32,"no",45,20,17,10,"abuelo","GRANDPA","relGRANDPA","word","related",6,7,4.9,4.21,"eng","1",15,0.885869384,1,"b","c","com","no","yes",280
"5681","23",32,"no",45,20,17,10,"tinta","INK","relINK","word","related",5,3,3.4,3.89,"eng","1",80,1.041409612,0,"b","c","clean","no","yes",287
"5682","23",32,"no",45,20,17,10,"cuchillo","KNIFE","relKNIFE","word","related",8,5,4.62,4.49,"eng","1",8,0.821919799,0,"b","c","clean","no","yes",289
"5684","23",32,"no",45,20,17,10,"camión","LORRY","relLORRY","word","related",6,5,4.8,4.07,"eng","0",49,0.95693785,1,"b","c","ae","no","no",292
"5685","23",32,"no",45,20,17,10,"sobrino","NEPHEW","relNEPHEW","word","related",7,6,3.47,3.81,"eng","1",32,1.304162622,0,"b","c","clean","no","yes",297
"5686","23",32,"no",45,20,17,10,"regla","RULER","relRULER","word","related",5,5,3.5,3.63,"eng","0",102,1.192777514,0,"b","c","clean","no","no",305
"5687","23",32,"no",45,20,17,10,"tijeras","SCISSORS","relSCISSORS","word","related",7,8,3.39,3.92,"eng","1",10,1.137841702,0,"b","c","clean","no","yes",307
"5688","23",32,"no",45,20,17,10,"seda","SILK","relSILK","word","related",4,4,3.41,4,"eng","1",6,0.609648705,0,"b","c","clean","no","yes",310
"5690","23",32,"no",45,20,17,10,"cuchara","SPOON","relSPOON","word","related",7,5,3.85,4.29,"eng","1",19,0.572897375,0,"b","c","clean","no","yes",312
"5691","23",32,"no",45,20,17,10,"espada","SWORD","relSWORD","word","related",6,5,3.49,4.09,"eng","0",21,0.804704666,0,"b","c","clean","no","no",314
"5692","23",32,"no",45,20,17,10,"paraguas","UMBRELLA","relUMBRELLA","word","related",8,8,3.34,3.89,"eng","1",18,0.784556627,0,"b","c","clean","no","yes",321
"5693","23",32,"no",45,20,17,10,"nuez","WALNUT","relWALNUT","word","related",4,6,3.37,3.73,"eng","1",93,0.592115283,0,"b","c","clean","no","yes",325
"5695","23",32,"no",45,20,17,10,"trigo","WHEAT","relWHEAT","word","related",5,5,3.37,3.95,"eng","1",57,0.590186357,0,"b","c","clean","no","yes",326
"5696","23",32,"no",45,20,17,10,"gusano","WORM","relWORM","word","related",6,4,3.42,3.84,"eng","1",27,0.758259952,0,"b","c","clean","no","yes",327
"5697","23",32,"no",45,20,17,10,"desierto","BLOGUE","nonBLOGUE","nonword","",8,6,4.49,NA,"eng","1",90,0.669394791,NA,"b","c","clean","no","no",113
"5698","23",32,"no",45,20,17,10,"capilla","BLOOTHE","nonBLOOTHE","nonword","",7,7,3.86,NA,"eng","0",94,1.440191388,NA,"b","c","clean","no","yes",114
"5699","23",32,"no",45,20,17,10,"capítulo","BROMB","nonBROMB","nonword","",8,5,4.39,NA,"eng","0",98,0.742287278,NA,"b","c","clean","no","yes",117
"5700","23",32,"no",45,20,17,10,"avena","CHAUTCH","nonCHAUTCH","nonword","",5,7,3.61,NA,"eng","0",115,0.639500856,NA,"b","c","clean","no","yes",126
"5701","23",32,"no",45,20,17,10,"ajedrez","CHEUTH","nonCHEUTH","nonword","",7,6,3.99,NA,"eng","0",100,0.858633578,NA,"b","c","clean","no","yes",127
"5702","23",32,"no",45,20,17,10,"batería","CROOSH","nonCROOSH","nonword","",7,6,4.25,NA,"eng","0",33,0.822329819,NA,"b","c","clean","no","yes",140
"5703","23",32,"no",45,20,17,10,"cajón","CRUGE","nonCRUGE","nonword","",5,5,4.17,NA,"eng","0",66,0.876989186,NA,"b","c","clean","no","yes",141
"5704","23",32,"no",45,20,17,10,"frasco","DRURCH","nonDRURCH","nonword","",6,6,3.34,NA,"eng","0",26,0.821289182,NA,"b","c","clean","no","yes",147
"5705","23",32,"no",45,20,17,10,"árbol","FILK","nonFILK","nonword","",5,4,4.72,NA,"eng","0",73,0.743335128,NA,"b","c","clean","no","yes",150
"5706","23",32,"no",45,20,17,10,"aceite","FLIS","nonFLIS","nonword","",6,4,4.26,NA,"eng","0",63,0.795751512,NA,"b","c","clean","no","yes",152
"5707","23",32,"no",45,20,17,10,"callejón","FRAS","nonFRAS","nonword","",8,4,4.19,NA,"eng","0",110,0.673085034,NA,"b","c","clean","no","yes",154
"5708","23",32,"no",45,20,17,10,"código","FREIGTHTH","nonFREIGTHTH","nonword","",6,9,4.8,NA,"eng","1",69,1.334179401,NA,"b","c","clean","no","no",155
"5709","23",32,"no",45,20,17,10,"colchón","GNERF","nonGNERF","nonword","",7,5,3.84,NA,"eng","0",60,0.656722367,NA,"b","c","clean","no","yes",158
"5710","23",32,"no",45,20,17,10,"calabaza","GRAITH","nonGRAITH","nonword","",8,6,3.87,NA,"eng","0",44,0.887797892,NA,"b","c","clean","no","yes",160
"5711","23",32,"no",45,20,17,10,"desfile","GUBE","nonGUBE","nonword","",7,4,4.1,NA,"eng","0",43,1.237835169,NA,"b","c","clean","no","yes",161
"5712","23",32,"no",45,20,17,10,"borde","GUELCH","nonGUELCH","nonword","",5,6,4.23,NA,"eng","0",126,0.605998158,NA,"b","c","clean","no","yes",162
"5713","23",32,"no",45,20,17,10,"cuadro","JIEF","nonJIEF","nonword","",6,4,4.31,NA,"eng","0",51,0.664125443,NA,"b","c","clean","no","yes",164
"5714","23",32,"no",45,20,17,10,"comité","KNAFE","nonKNAFE","nonword","",6,5,4.41,NA,"eng","0",87,1.006035209,NA,"b","c","clean","no","yes",166
"5715","23",32,"no",45,20,17,10,"leche","PHEAP","nonPHEAP","nonword","",5,5,3.52,NA,"eng","0",125,0.79161799,NA,"b","c","clean","no","yes",176
"5716","23",32,"no",45,20,17,10,"carro","PHRAGUE","nonPHRAGUE","nonword","",5,7,4.25,NA,"eng","0",50,2.081276417,NA,"b","c","clean","no","yes",177
"5717","23",32,"no",45,20,17,10,"baúl","PHREIN","nonPHREIN","nonword","",4,6,3.99,NA,"eng","0",95,0.907552123,NA,"b","c","clean","no","yes",178
"5718","23",32,"no",45,20,17,10,"proa","PHRELF","nonPHRELF","nonword","",4,6,3.32,NA,"eng","0",11,0.684442878,NA,"b","c","clean","no","yes",179
"5719","23",32,"no",45,20,17,10,"chivo","PHRIP","nonPHRIP","nonword","",5,5,3.61,NA,"eng","0",97,0.723686755,NA,"b","c","clean","no","yes",180
"5720","23",32,"no",45,20,17,10,"cobre","PHUIFF","nonPHUIFF","nonword","",5,6,3.6,NA,"eng","0",113,0.524824083,NA,"b","c","clean","no","yes",181
"5721","23",32,"no",45,20,17,10,"cemento","PLAC","nonPLAC","nonword","",7,4,3.69,NA,"eng","0",83,1.056824207,NA,"b","c","clean","no","yes",182
"5722","23",32,"no",45,20,17,10,"celda","PLEG","nonPLEG","nonword","",5,4,4.48,NA,"eng","0",22,0.703935981,NA,"b","c","clean","no","yes",183
"5723","23",32,"no",45,20,17,10,"cola","ROUNT","nonROUNT","nonword","",4,5,4.49,NA,"eng","0",48,1.14052844,NA,"b","c","clean","no","yes",184
"5724","23",32,"no",45,20,17,10,"cabaña","SAZZ","nonSAZZ","nonword","",6,4,4.26,NA,"eng","0",3,0.669341028,NA,"b","c","clean","no","yes",185
"5725","23",32,"no",45,20,17,10,"cable","SCRAC","nonSCRAC","nonword","",5,5,4.48,NA,"eng","0",78,0.840810001,NA,"b","c","clean","no","yes",186
"5726","23",32,"no",45,20,17,10,"cuna","SCREATHE","nonSCREATHE","nonword","",4,8,3.96,NA,"eng","0",124,0.824224234,NA,"b","c","clean","no","yes",187
"5727","23",32,"no",45,20,17,10,"disco","SCRINCH","nonSCRINCH","nonword","",5,7,3.52,NA,"eng","0",41,0.90587914,NA,"b","c","clean","no","yes",188
"5728","23",32,"no",45,20,17,10,"viña","SCROOTHE","nonSCROOTHE","nonword","",4,8,3.11,NA,"eng","0",106,1.203992009,NA,"b","c","clean","no","yes",189
"5729","23",32,"no",45,20,17,10,"almuerzo","SCRORQUE","nonSCRORQUE","nonword","",8,8,4.71,NA,"eng","0",24,1.062528729,NA,"b","c","clean","no","yes",190
"5730","23",32,"no",45,20,17,10,"bóveda","SCROURGE","nonSCROURGE","nonword","",6,8,4.05,NA,"eng","0",119,0.968006015,NA,"b","c","clean","no","yes",191
"5731","23",32,"no",45,20,17,10,"castillo","SCROUTE","nonSCROUTE","nonword","",8,7,4.33,NA,"eng","0",46,0.905653477,NA,"b","c","clean","no","yes",192
"5732","23",32,"no",45,20,17,10,"almohada","SHRUICK","nonSHRUICK","nonword","",8,7,4.07,NA,"eng","0",82,1.319858789,NA,"b","c","clean","no","yes",193
"5733","23",32,"no",45,20,17,10,"cuartel","SHRUISE","nonSHRUISE","nonword","",7,7,4.06,NA,"eng","0",31,1.051661134,NA,"b","c","clean","no","yes",194
"5734","23",32,"no",45,20,17,10,"raíl","SKAUGTH","nonSKAUGTH","nonword","",4,7,3.09,NA,"eng","0",103,0.902986765,NA,"b","c","clean","no","yes",195
"5735","23",32,"no",45,20,17,10,"botella","SKEIGH","nonSKEIGH","nonword","",7,6,4.63,NA,"eng","0",65,0.801368177,NA,"b","c","clean","no","yes",196
"5736","23",32,"no",45,20,17,10,"cerveza","SLAWN","nonSLAWN","nonword","",7,5,4.9,NA,"eng","0",45,0.87390095,NA,"b","c","clean","no","yes",197
"5737","23",32,"no",45,20,17,10,"diana","SMOUNT","nonSMOUNT","nonword","",5,6,4.27,NA,"eng","0",34,1.172361135,NA,"b","c","clean","no","yes",198
"5738","23",32,"no",45,20,17,10,"camilla","SNEESE","nonSNEESE","nonword","",7,6,3.88,NA,"eng","0",86,1.089668632,NA,"b","c","clean","no","yes",199
"5739","23",32,"no",45,20,17,10,"cuerda","SNUIN","nonSNUIN","nonword","",6,5,4.37,NA,"eng","0",4,0.644285917,NA,"b","c","clean","no","yes",200
"5740","23",32,"no",45,20,17,10,"boleto","SOURGE","nonSOURGE","nonword","",6,6,4.33,NA,"eng","1",53,1.418155789,NA,"b","c","clean","no","no",203
"5741","23",32,"no",45,20,17,10,"dibujo","SPLARCE","nonSPLARCE","nonword","",6,7,4.14,NA,"eng","0",91,1.215781689,NA,"b","c","clean","no","yes",204
"5742","23",32,"no",45,20,17,10,"barrio","SPLAUNCH","nonSPLAUNCH","nonword","",6,8,4.58,NA,"eng","0",70,0.903334081,NA,"b","c","clean","no","yes",205
"5743","23",32,"no",45,20,17,10,"cohete","SPLOATHE","nonSPLOATHE","nonword","",6,8,4.03,NA,"eng","0",112,0.818938673,NA,"b","c","clean","no","yes",206
"5744","23",32,"no",45,20,17,10,"bebida","SPLOUNGE","nonSPLOUNGE","nonword","",6,8,4.45,NA,"eng","0",127,0.772345901,NA,"b","c","clean","no","yes",207
"5745","23",32,"no",45,20,17,10,"foso","SPLYNC","nonSPLYNC","nonword","",4,6,3.31,NA,"eng","0",56,0.938802421,NA,"b","c","clean","no","yes",208
"5746","23",32,"no",45,20,17,10,"colina","SPRIEVE","nonSPRIEVE","nonword","",6,7,4.18,NA,"eng","0",77,0.920903325,NA,"b","c","clean","no","yes",209
"5747","23",32,"no",45,20,17,10,"carreta","SPRUE","nonSPRUE","nonword","",7,5,3.65,NA,"eng","0",122,1.302710176,NA,"b","c","clean","no","yes",210
"5748","23",32,"no",45,20,17,10,"almacén","STATCH","nonSTATCH","nonword","",7,6,4.19,NA,"eng","1",36,1.521115541,NA,"b","c","clean","no","no",211
"5749","23",32,"no",45,20,17,10,"autobús","STRARSH","nonSTRARSH","nonword","",7,7,4.84,NA,"eng","0",55,1.154181719,NA,"b","c","clean","no","yes",212
"5750","23",32,"no",45,20,17,10,"carpa","THARC","nonTHARC","nonword","",5,5,3.73,NA,"eng","0",20,0.704908311,NA,"b","c","clean","no","yes",213
"5751","23",32,"no",45,20,17,10,"bañera","THRARSE","nonTHRARSE","nonword","",6,7,4.01,NA,"eng","0",114,0.92215687,NA,"b","c","clean","no","yes",214
"5752","23",32,"no",45,20,17,10,"desayuno","THROURTH","nonTHROURTH","nonword","",8,8,4.63,NA,"eng","1",38,1.365293622,NA,"b","c","clean","no","no",215
"5753","23",32,"no",45,20,17,10,"techo","THRUCH","nonTHRUCH","nonword","",5,6,3.51,NA,"eng","0",17,0.640926778,NA,"b","c","clean","no","yes",216
"5754","23",32,"no",45,20,17,10,"cera","THWOCHE","nonTHWOCHE","nonword","",4,7,3.81,NA,"eng","0",23,0.737506866,NA,"b","c","clean","no","yes",217
"5755","23",32,"no",45,20,17,10,"queso","TRUBE","nonTRUBE","nonword","",5,5,3.52,NA,"eng","0",76,0.936514616,NA,"b","c","clean","no","yes",219
"5756","23",32,"no",45,20,17,10,"canasta","TWOURSE","nonTWOURSE","nonword","",7,7,3.97,NA,"eng","0",30,1.156172991,NA,"b","c","clean","no","yes",220
"5757","23",32,"no",45,20,17,10,"carrito","VARGUE","nonVARGUE","nonword","",7,6,3.69,NA,"eng","1",111,0.825872004,NA,"b","c","clean","no","no",221
"5758","23",32,"no",45,20,17,10,"olivo","WEALT","nonWEALT","nonword","",5,5,3.07,NA,"eng","0",64,0.925856948,NA,"b","c","clean","no","yes",225
"5759","23",32,"no",45,20,17,10,"correo","WRIRQUE","nonWRIRQUE","nonword","",6,7,4.63,NA,"eng","0",118,0.804597139,NA,"b","c","clean","no","yes",226
"5760","23",32,"no",45,20,17,10,"crucero","WROOB","nonWROOB","nonword","",7,5,3.96,NA,"eng","0",128,0.820602238,NA,"b","c","clean","no","yes",227
"5761","23",32,"no",45,20,17,10,"dwarf","ACERO","conACERO","word","control",5,5,3.59,4.2,"spa","1",80,0.794029474,0,"b","c","clean","no","yes",2
"5763","23",32,"no",45,20,17,10,"hazelnut","ANILLO","conANILLO","word","control",8,6,3.17,4.78,"spa","1",125,0.625489533,1,"b","c","as","no","yes",4
"5764","23",32,"no",45,20,17,10,"arrow","AVELLANA","conAVELLANA","word","control",5,8,3.78,2.72,"spa","1",4,0.85288465,0,"b","c","clean","no","yes",7
"5766","23",32,"no",45,20,17,10,"silk","BOSQUE","conBOSQUE","word","control",4,6,4,4.73,"spa","1",102,0.804946601,0,"b","c","clean","no","yes",13
"5767","23",32,"no",45,20,17,10,"shield","CAMIÓN","conCAMIÓN","word","control",6,6,3.8,4.8,"spa","1",48,0.677849591,1,"b","c","ae","no","yes",16
"5768","23",32,"no",45,20,17,10,"lorry","CEBOLLA","conCEBOLLA","word","control",5,7,4.07,3.79,"spa","1",39,0.894452631,1,"b","c","ae","no","yes",23
"5769","23",32,"no",45,20,17,10,"duvet","CEREZA","conCEREZA","word","control",5,6,3.39,3.68,"spa","1",117,0.610895455,0,"b","c","clean","no","yes",25
"5772","23",32,"no",45,20,17,10,"corn","DEBERES","conDEBERES","word","control",4,7,3.94,4.01,"spa","1",26,1.009137034,1,"b","c","as","no","yes",37
"5773","23",32,"no",45,20,17,10,"axe","EDREDÓN","conEDREDÓN","word","control",3,7,3.85,3.13,"spa","1",121,0.803849638,0,"b","c","clean","no","yes",41
