"","subject","age","awar","prof","bil.dom","time","age.acq","prime","target","item","target.sta","prime.type","prime.len","target.len","prime.freq","target.freq","target.lan","response","order","RT","amb","listeng","listspa","issue","dis","accuracy","itemcode"
"1408","6",27,"no",47,9,72,7,"crucero","WROOB","nonWROOB","nonword","",7,5,3.96,NA,"eng","0",104,0.690104187,NA,"b","c","clean","no","yes",227
"1409","6",27,"no",47,9,72,7,"dwarf","ACERO","conACERO","word","control",5,5,3.59,4.2,"spa","1",89,0.710511684,0,"b","c","clean","no","yes",2
"1411","6",27,"no",47,9,72,7,"hazelnut","ANILLO","conANILLO","word","control",8,6,3.17,4.78,"spa","1",108,0.510203958,1,"b","c","as","no","yes",4
"1412","6",27,"no",47,9,72,7,"arrow","AVELLANA","conAVELLANA","word","control",5,8,3.78,2.72,"spa","1",29,1.137498498,0,"b","c","clean","no","yes",7
"1414","6",27,"no",47,9,72,7,"silk","BOSQUE","conBOSQUE","word","control",4,6,4,4.73,"spa","1",54,0.393528491,0,"b","c","clean","no","yes",13
"1415","6",27,"no",47,9,72,7,"shield","CAMIÓN","conCAMIÓN","word","control",6,6,3.8,4.8,"spa","1",74,0.460404664,1,"b","c","ae","no","yes",16
"1416","6",27,"no",47,9,72,7,"lorry","CEBOLLA","conCEBOLLA","word","control",5,7,4.07,3.79,"spa","1",32,0.492414922,1,"b","c","ae","no","yes",23
"1417","6",27,"no",47,9,72,7,"duvet","CEREZA","conCEREZA","word","control",5,6,3.39,3.68,"spa","1",67,0.908092976,0,"b","c","clean","no","yes",25
"1420","6",27,"no",47,9,72,7,"corn","DEBERES","conDEBERES","word","control",4,7,3.94,4.01,"spa","1",1,0.55747354,1,"b","c","as","no","yes",37
"1421","6",27,"no",47,9,72,7,"axe","EDREDÓN","conEDREDÓN","word","control",3,7,3.85,3.13,"spa","1",11,1.022120595,0,"b","c","clean","no","yes",41
"1422","6",27,"no",47,9,72,7,"worm","ENANO","conENANO","word","control",4,5,3.84,3.99,"spa","1",119,0.571610272,0,"b","c","clean","no","yes",42
"1424","6",27,"no",47,9,72,7,"cotton","ESCUDO","conESCUDO","word","control",6,6,4.1,4.01,"spa","1",59,0.424626946,0,"b","c","clean","no","yes",43
"1425","6",27,"no",47,9,72,7,"scissors","ESPADA","conESPADA","word","control",8,6,3.92,3.49,"spa","1",55,0.39150694,0,"b","c","clean","no","yes",44
"1426","6",27,"no",47,9,72,7,"homework","FLECHA","conFLECHA","word","control",8,6,4.09,3.39,"spa","1",75,0.486591369,1,"b","c","as","no","yes",47
"1427","6",27,"no",47,9,72,7,"blanket","FRENO","conFRENO","word","control",7,5,3.93,3.38,"spa","1",47,0.607195556,0,"b","c","clean","no","yes",50
"1428","6",27,"no",47,9,72,7,"umbrella","GUSANO","conGUSANO","word","control",8,6,3.89,3.42,"spa","1",124,0.641796112,0,"b","c","clean","no","yes",54
"1429","6",27,"no",47,9,72,7,"onion","HACHA","conHACHA","word","control",5,5,4.28,3.4,"spa","0",107,0.54668951,0,"b","c","clean","no","no",55
"1430","6",27,"no",47,9,72,7,"ring","LÁPIZ","conLÁPIZ","word","control",4,5,4.92,3.45,"spa","1",105,0.440292895,1,"b","c","as","no","yes",62
"1431","6",27,"no",47,9,72,7,"brake","MAÍZ","conMAÍZ","word","control",5,4,3.84,3.45,"spa","1",33,0.544106066,0,"b","c","clean","no","yes",65
"1432","6",27,"no",47,9,72,7,"cherry","MANTA","conMANTA","word","control",6,5,4.23,3.41,"spa","1",78,0.458713382,0,"b","c","clean","no","yes",66
"1435","6",27,"no",47,9,72,7,"pencil","PARAGUAS","conPARAGUAS","word","control",6,8,3.98,3.34,"spa","1",14,1.510034084,0,"b","c","clean","no","yes",72
"1437","6",27,"no",47,9,72,7,"candle","TIJERAS","conTIJERAS","word","control",6,7,3.79,3.39,"spa","1",63,0.569844723,0,"b","c","clean","no","yes",89
"1438","6",27,"no",47,9,72,7,"wheat","TINTA","conTINTA","word","control",5,5,3.95,3.4,"spa","1",70,0.527690053,0,"b","c","clean","no","yes",90
"1439","6",27,"no",47,9,72,7,"knife","TRIGO","conTRIGO","word","control",5,5,4.49,3.37,"spa","1",42,0.432286918,0,"b","c","clean","no","yes",92
"1440","6",27,"no",47,9,72,7,"sword","VELA","conVELA","word","control",5,4,4.09,3.42,"spa","1",126,0.491366178,0,"b","c","clean","no","yes",95
"1441","6",27,"no",47,9,72,7,"grandpa","ABUELO","relABUELO","word","related",7,6,4.21,4.9,"spa","1",30,0.442849904,1,"b","c","com","no","yes",229
"1443","6",27,"no",47,9,72,7,"lift","ASCENSOR","relASCENSOR","word","related",4,8,4.75,4.3,"spa","1",118,0.538624644,1,"b","c","ae","no","yes",234
"1445","6",27,"no",47,9,72,7,"tray","BANDEJA","relBANDEJA","word","related",4,7,4.15,3.86,"spa","1",79,0.487924695,0,"b","c","clean","no","yes",237
"1446","6",27,"no",47,9,72,7,"flag","BANDERA","relBANDERA","word","related",4,7,4.42,4.18,"spa","1",53,0.437953889,0,"b","c","clean","no","yes",238
"1447","6",27,"no",47,9,72,7,"crab","CANGREJO","relCANGREJO","word","related",4,8,4.21,3.99,"spa","1",8,0.505774319,0,"b","c","clean","no","yes",247
"1448","6",27,"no",47,9,72,7,"candy","CARAMELO","relCARAMELO","word","related",5,8,3.83,3.88,"spa","1",24,0.589931786,1,"b","c","ae","no","yes",248
"1449","6",27,"no",47,9,72,7,"folder","CARPETA","relCARPETA","word","related",6,7,2.94,3.64,"spa","1",72,0.457361698,0,"b","c","clean","no","yes",249
"1450","6",27,"no",47,9,72,7,"wallet","CARTERA","relCARTERA","word","related",6,7,3.81,4.26,"spa","1",95,0.83772409,0,"b","c","clean","no","yes",250
"1451","6",27,"no",47,9,72,7,"brush","CEPILLO","relCEPILLO","word","related",5,7,4.29,3.98,"spa","1",77,0.49202922,0,"b","c","clean","no","yes",252
"1452","6",27,"no",47,9,72,7,"basket","CESTA","relCESTA","word","related",6,5,4.16,3.57,"spa","1",73,0.49339968,1,"b","c","as","no","yes",254
"1453","6",27,"no",47,9,72,7,"scar","CICATRIZ","relCICATRIZ","word","related",4,8,3.6,4.03,"spa","1",103,0.638161778,0,"b","c","clean","no","yes",256
"1455","6",27,"no",47,9,72,7,"cookie","GALLETA","relGALLETA","word","related",6,7,3.65,3.43,"spa","1",97,0.476570666,1,"b","c","ae","no","yes",279
"1457","6",27,"no",47,9,72,7,"wound","HERIDA","relHERIDA","word","related",5,6,4.1,3.5,"spa","1",27,0.508514345,0,"b","c","clean","no","yes",285
"1460","6",27,"no",47,9,72,7,"dough","MASA","relMASA","word","related",5,4,4.05,3.45,"spa","1",125,0.59157443,0,"b","c","clean","no","yes",295
"1461","6",27,"no",47,9,72,7,"coin","MONEDA","relMONEDA","word","related",4,6,4.05,3.46,"spa","1",44,0.452613324,0,"b","c","clean","no","yes",296
"1465","6",27,"no",47,9,72,7,"walnut","NUEZ","relNUEZ","word","related",6,4,3.73,3.37,"spa","1",25,0.589036226,0,"b","c","clean","no","yes",298
"1466","6",27,"no",47,9,72,7,"clown","PAYASO","relPAYASO","word","related",5,6,3.9,3.47,"spa","1",100,0.488327473,0,"b","c","clean","no","yes",301
"1467","6",27,"no",47,9,72,7,"ruler","REGLA","relREGLA","word","related",5,5,3.63,3.5,"spa","1",56,0.374804646,0,"b","c","clean","no","yes",303
"1468","6",27,"no",47,9,72,7,"nephew","SOBRINO","relSOBRINO","word","related",6,7,3.81,3.47,"spa","1",36,0.558973253,0,"b","c","clean","no","yes",311
"1469","6",27,"no",47,9,72,7,"keyboard","TECLADO","relTECLADO","word","related",8,7,3.64,3.32,"spa","1",51,0.490867823,1,"b","c","com","no","yes",315
"1470","6",27,"no",47,9,72,7,"fabric","TELA","relTELA","word","related",6,4,3.97,3.41,"spa","1",104,0.658415616,0,"b","c","clean","no","yes",316
"1471","6",27,"no",47,9,72,7,"grape","UVA","relUVA","word","related",5,3,3.54,3.34,"spa","1",43,0.494998813,0,"b","c","clean","no","yes",322
"1473","6",27,"no",47,9,72,7,"cloud","AJE","nonAJE","nonword","",5,3,4.77,NA,"spa","0",26,0.756618142,NA,"b","c","clean","no","yes",101
"1474","6",27,"no",47,9,72,7,"sign","ALDEI","nonALDEI","nonword","",4,5,4.98,NA,"spa","0",45,0.559331238,NA,"b","c","clean","no","yes",102
"1475","6",27,"no",47,9,72,7,"gypsy","ALMOTADA","nonALMOTADA","nonword","",5,8,3.59,NA,"spa","0",98,0.7885409,NA,"b","c","clean","no","yes",103
"1476","6",27,"no",47,9,72,7,"beach","ALOMNA","nonALOMNA","nonword","",5,6,4.72,NA,"spa","0",50,0.706802666,NA,"b","c","clean","no","yes",104
"1477","6",27,"no",47,9,72,7,"cross","APESOR","nonAPESOR","nonword","",5,6,4.94,NA,"spa","0",13,0.76124835,NA,"b","c","clean","no","yes",105
"1478","6",27,"no",47,9,72,7,"sugar","ARBISTA","nonARBISTA","nonword","",5,7,4.84,NA,"spa","0",23,0.847944021,NA,"b","c","clean","no","yes",106
"1479","6",27,"no",47,9,72,7,"rubber","ARTOL","nonARTOL","nonword","",6,5,4.06,NA,"spa","0",111,0.505889952,NA,"b","c","clean","no","yes",107
"1480","6",27,"no",47,9,72,7,"chair","ATION","nonATION","nonword","",5,5,4.66,NA,"spa","0",86,0.693398476,NA,"b","c","clean","no","yes",108
"1481","6",27,"no",47,9,72,7,"twin","ATUELA","nonATUELA","nonword","",4,6,4.01,NA,"spa","0",20,0.641128778,NA,"b","c","clean","no","yes",109
"1482","6",27,"no",47,9,72,7,"ash","BAFETE","nonBAFETE","nonword","",3,6,4.19,NA,"spa","0",2,0.891825438,NA,"b","c","clean","no","yes",110
"1483","6",27,"no",47,9,72,7,"cucumber","BARNE","nonBARNE","nonword","",8,5,3.77,NA,"spa","0",110,0.489709437,NA,"b","c","clean","no","yes",111
"1484","6",27,"no",47,9,72,7,"apple","BARVO","nonBARVO","nonword","",5,5,4.58,NA,"spa","0",40,0.792479932,NA,"b","c","clean","no","yes",112
"1485","6",27,"no",47,9,72,7,"kite","BLOQUI","nonBLOQUI","nonword","",4,6,3.89,NA,"spa","0",57,0.554692507,NA,"b","c","clean","no","yes",115
"1486","6",27,"no",47,9,72,7,"clock","BOTELLU","nonBOTELLU","nonword","",5,7,4.89,NA,"spa","0",10,0.624504566,NA,"b","c","clean","no","yes",116
"1487","6",27,"no",47,9,72,7,"bubble","BRUBA","nonBRUBA","nonword","",6,5,4.16,NA,"spa","0",17,0.755428135,NA,"b","c","clean","no","yes",118
"1488","6",27,"no",47,9,72,7,"throne","BUERNO","nonBUERNO","nonword","",6,6,4,NA,"spa","1",85,0.541318655,NA,"b","c","clean","no","no",119
"1489","6",27,"no",47,9,72,7,"vault","BURSO","nonBURSO","nonword","",5,5,3.65,NA,"spa","0",127,0.576102674,NA,"b","c","clean","no","yes",120
"1490","6",27,"no",47,9,72,7,"laptop","CALAL","nonCALAL","nonword","",6,5,3.89,NA,"spa","0",60,0.513649702,NA,"b","c","clean","no","yes",121
"1491","6",27,"no",47,9,72,7,"troop","CARTÉN","nonCARTÉN","nonword","",5,6,3.5,NA,"spa","1",116,0.603898287,NA,"b","c","clean","no","no",122
"1492","6",27,"no",47,9,72,7,"grid","CENPRO","nonCENPRO","nonword","",4,6,3.92,NA,"spa","0",15,0.671519458,NA,"b","c","clean","no","yes",123
"1493","6",27,"no",47,9,72,7,"armoury","CERDU","nonCERDU","nonword","",7,5,3.01,NA,"spa","0",88,0.477395415,NA,"b","c","clean","no","yes",124
"1494","6",27,"no",47,9,72,7,"muffin","CHATAL","nonCHATAL","nonword","",6,6,4,NA,"spa","0",123,0.677708209,NA,"b","c","clean","no","yes",125
"1495","6",27,"no",47,9,72,7,"storm","CHOSPA","nonCHOSPA","nonword","",5,6,4.46,NA,"spa","0",114,0.624769568,NA,"b","c","clean","no","yes",128
"1496","6",27,"no",47,9,72,7,"copper","CIELA","nonCIELA","nonword","",6,5,4.25,NA,"spa","1",80,0.577272594,NA,"b","c","clean","no","no",129
"1497","6",27,"no",47,9,72,7,"branch","CINA","nonCINA","nonword","",6,4,4.1,NA,"spa","0",82,0.609248698,NA,"b","c","clean","no","yes",130
"1498","6",27,"no",47,9,72,7,"burden","CIRTA","nonCIRTA","nonword","",6,5,4.06,NA,"spa","0",84,0.589774787,NA,"b","c","clean","no","yes",131
"1499","6",27,"no",47,9,72,7,"cello","CLAENTE","nonCLAENTE","nonword","",5,7,3.46,NA,"spa","0",92,0.624039114,NA,"b","c","clean","no","yes",132
"1500","6",27,"no",47,9,72,7,"cruise","CLIMO","nonCLIMO","nonword","",6,5,4.09,NA,"spa","0",4,0.827184975,NA,"b","c","clean","no","yes",133
"1501","6",27,"no",47,9,72,7,"razor","COIMÁN","nonCOIMÁN","nonword","",5,6,3.69,NA,"spa","0",71,0.605302036,NA,"b","c","clean","no","yes",134
"1502","6",27,"no",47,9,72,7,"cane","COLLE","nonCOLLE","nonword","",4,5,3.75,NA,"spa","0",120,0.639290273,NA,"b","c","clean","no","yes",135
"1503","6",27,"no",47,9,72,7,"cousin","COMOTE","nonCOMOTE","nonword","",6,6,4.26,NA,"spa","0",35,0.574205279,NA,"b","c","clean","no","yes",136
"1504","6",27,"no",47,9,72,7,"kettle","CONLE","nonCONLE","nonword","",6,5,4.02,NA,"spa","0",115,0.543824434,NA,"b","c","clean","no","yes",137
"1505","6",27,"no",47,9,72,7,"portrait","CORETA","nonCORETA","nonword","",8,6,4.18,NA,"spa","0",109,0.573443234,NA,"b","c","clean","no","yes",138
"1506","6",27,"no",47,9,72,7,"mosque","CORREDAR","nonCORREDAR","nonword","",6,8,3.81,NA,"spa","0",62,0.807535291,NA,"b","c","clean","no","yes",139
"1507","6",27,"no",47,9,72,7,"oyster","CRUMA","nonCRUMA","nonword","",6,5,3.82,NA,"spa","1",64,0.472140133,NA,"b","c","clean","no","no",142
"1508","6",27,"no",47,9,72,7,"harbour","CUADRÍ","nonCUADRÍ","nonword","",7,6,4.12,NA,"spa","0",19,0.720466673,NA,"b","c","clean","no","yes",143
"1509","6",27,"no",47,9,72,7,"blaze","CUÑAYA","nonCUÑAYA","nonword","",5,6,3.61,NA,"spa","0",87,0.58321178,NA,"b","c","clean","no","yes",144
"1510","6",27,"no",47,9,72,7,"blood","CURCEL","nonCURCEL","nonword","",5,6,4.98,NA,"spa","0",102,0.469509333,NA,"b","c","clean","no","yes",145
"1511","6",27,"no",47,9,72,7,"juice","DEODA","nonDEODA","nonword","",5,5,4.44,NA,"spa","0",18,0.62551409,NA,"b","c","clean","no","yes",146
"1512","6",27,"no",47,9,72,7,"flat","EQUIPUJE","nonEQUIPUJE","nonword","",4,8,4.99,NA,"spa","0",9,0.998388052,NA,"b","c","clean","no","yes",148
"1513","6",27,"no",47,9,72,7,"shell","FABULTAD","nonFABULTAD","nonword","",5,8,4.39,NA,"spa","0",112,0.571844101,NA,"b","c","clean","no","yes",149
"1514","6",27,"no",47,9,72,7,"cinnamon","FLAR","nonFLAR","nonword","",8,4,3.78,NA,"spa","0",94,0.495198518,NA,"b","c","clean","no","yes",151
"1515","6",27,"no",47,9,72,7,"army","FOESTA","nonFOESTA","nonword","",4,6,4.91,NA,"spa","0",81,0.65945071,NA,"b","c","clean","no","yes",153
"1516","6",27,"no",47,9,72,7,"pen","GAKO","nonGAKO","nonword","",3,4,4.37,NA,"spa","0",99,0.485484153,NA,"b","c","clean","no","yes",156
"1517","6",27,"no",47,9,72,7,"knight","GANDA","nonGANDA","nonword","",6,5,4.19,NA,"spa","0",34,0.709389508,NA,"b","c","clean","no","yes",157
"1518","6",27,"no",47,9,72,7,"marble","GOTE","nonGOTE","nonword","",6,4,3.86,NA,"spa","0",90,0.650054276,NA,"b","c","clean","no","yes",159
"1519","6",27,"no",47,9,72,7,"junk","HUMI","nonHUMI","nonword","",4,4,3.97,NA,"spa","0",7,0.676156461,NA,"b","c","clean","no","yes",163
"1520","6",27,"no",47,9,72,7,"suitcase","JOSA","nonJOSA","nonword","",8,4,3.78,NA,"spa","0",106,0.475202322,NA,"b","c","clean","no","yes",165
"1521","6",27,"no",47,9,72,7,"glance","LATI","nonLATI","nonword","",6,4,3.77,NA,"spa","0",128,0.479093105,NA,"b","c","clean","no","yes",167
"1522","6",27,"no",47,9,72,7,"vacuum","LORTE","nonLORTE","nonword","",6,5,3.86,NA,"spa","0",101,0.46623978,NA,"b","c","clean","no","yes",168
"1523","6",27,"no",47,9,72,7,"stone","MASTILLO","nonMASTILLO","nonword","",5,8,4.84,NA,"spa","0",93,0.726944745,NA,"b","c","clean","no","yes",169
"1524","6",27,"no",47,9,72,7,"stove","MASURA","nonMASURA","nonword","",5,6,3.67,NA,"spa","0",49,0.672378719,NA,"b","c","clean","no","yes",170
"1525","6",27,"no",47,9,72,7,"dish","MEREAL","nonMEREAL","nonword","",4,6,4.94,NA,"spa","0",76,0.626603365,NA,"b","c","clean","no","yes",171
"1526","6",27,"no",47,9,72,7,"cape","MURTILLO","nonMURTILLO","nonword","",4,8,3.95,NA,"spa","0",3,0.903025031,NA,"b","c","clean","no","yes",172
"1527","6",27,"no",47,9,72,7,"fork","OSU","nonOSU","nonword","",4,3,3.97,NA,"spa","0",117,0.595091045,NA,"b","c","clean","no","yes",173
"1528","6",27,"no",47,9,72,7,"saviour","PAFA","nonPAFA","nonword","",7,4,3.63,NA,"spa","0",58,0.64626801,NA,"b","c","clean","no","yes",174
"1529","6",27,"no",47,9,72,7,"weapon","PATU","nonPATU","nonword","",6,4,4.29,NA,"spa","0",68,0.558669031,NA,"b","c","clean","no","yes",175
"1530","6",27,"no",47,9,72,7,"survey","SOPE","nonSOPE","nonword","",6,4,4.28,NA,"spa","0",46,0.627843261,NA,"b","c","clean","no","yes",201
"1531","6",27,"no",47,9,72,7,"teenager","SOPU","nonSOPU","nonword","",8,4,4.2,NA,"spa","0",61,0.456237853,NA,"b","c","clean","no","yes",202
"1532","6",27,"no",47,9,72,7,"signal","TOLSA","nonTOLSA","nonword","",6,5,4.25,NA,"spa","0",22,0.625998795,NA,"b","c","clean","no","yes",218
"1533","6",27,"no",47,9,72,7,"mortgage","VATO","nonVATO","nonword","",8,4,4.21,NA,"spa","0",91,0.612611651,NA,"b","c","clean","no","yes",222
"1534","6",27,"no",47,9,72,7,"mall","VOLOR","nonVOLOR","nonword","",4,5,3.7,NA,"spa","0",65,0.670806468,NA,"b","c","clean","no","yes",223
"1535","6",27,"no",47,9,72,7,"river","VUENTA","nonVUENTA","nonword","",5,6,4.93,NA,"spa","0",41,0.568556607,NA,"b","c","clean","no","yes",224
"1536","6",27,"no",47,9,72,7,"wheel","YARGA","nonYARGA","nonword","",5,5,4.51,NA,"spa","0",38,0.849765897,NA,"b","c","clean","no","yes",228
"1539","7",27,"no",54,9,48,8,"camión","AXE","conAXE","word","control",6,3,4.8,3.85,"eng","1",96,1.067368984,1,"a","d","ae","no","yes",8
"1544","7",27,"no",54,9,48,8,"seda","CANDLE","conCANDLE","word","control",4,6,3.41,3.79,"eng","1",53,0.573708177,0,"a","d","clean","no","yes",17
"1546","7",27,"no",54,9,48,8,"gusano","CHERRY","conCHERRY","word","control",6,6,3.42,4.23,"eng","1",56,0.670823991,0,"a","d","clean","no","yes",27
"1547","7",27,"no",54,9,48,8,"sobrino","COTTON","conCOTTON","word","control",7,6,3.47,4.1,"eng","1",118,0.772565246,0,"a","d","clean","no","yes",33
"1549","7",27,"no",54,9,48,8,"vela","DUVET","conDUVET","word","control",4,5,3.42,3.39,"eng","1",128,0.624265254,0,"a","d","clean","no","yes",39
"1550","7",27,"no",54,9,48,8,"regla","FABRIC","conFABRIC","word","control",5,6,3.5,3.97,"eng","1",80,0.669774354,0,"a","d","clean","no","yes",45
"1552","7",27,"no",54,9,48,8,"cuchara","GRANDPA","conGRANDPA","word","control",7,7,3.85,4.21,"eng","1",41,1.121103883,1,"a","d","com","no","yes",52
"1553","7",27,"no",54,9,48,8,"edredón","INK","conINK","word","control",7,3,3.13,3.89,"eng","1",21,1.506759882,0,"a","d","clean","no","yes",59
"1554","7",27,"no",54,9,48,8,"algodón","KNIFE","conKNIFE","word","control",7,5,3.94,4.49,"eng","1",33,0.585662127,0,"a","d","clean","no","yes",61
"1556","7",27,"no",54,9,48,8,"cuchillo","LORRY","conLORRY","word","control",8,5,4.62,4.07,"eng","1",27,1.756314397,1,"a","d","ae","no","yes",64
"1557","7",27,"no",54,9,48,8,"tijeras","NEPHEW","conNEPHEW","word","control",7,6,3.39,3.81,"eng","1",24,1.006715775,0,"a","d","clean","no","yes",69
"1559","7",27,"no",54,9,48,8,"abuelo","SCISSORS","conSCISSORS","word","control",6,8,4.9,3.92,"eng","1",87,0.902029634,1,"a","d","com","no","yes",79
"1560","7",27,"no",54,9,48,8,"hacha","SILK","conSILK","word","control",5,4,3.4,4,"eng","0",15,1.539833784,0,"a","d","clean","no","no",82
"1562","7",27,"no",54,9,48,8,"flecha","SPOON","conSPOON","word","control",6,5,3.39,4.29,"eng","1",93,0.575769424,0,"a","d","clean","no","yes",84
"1564","7",27,"no",54,9,48,8,"nuez","UMBRELLA","conUMBRELLA","word","control",4,8,3.37,3.89,"eng","1",82,0.687195182,0,"a","d","clean","no","yes",93
"1568","7",27,"no",54,9,48,8,"cereza","WORM","conWORM","word","control",6,4,3.68,3.84,"eng","1",112,0.658410549,0,"a","d","clean","no","yes",99
"1569","7",27,"no",54,9,48,8,"cesta","BASKET","relBASKET","word","related",5,6,3.57,4.16,"eng","1",106,0.605344236,1,"a","d","as","no","yes",239
"1570","7",27,"no",54,9,48,8,"manta","BLANKET","relBLANKET","word","related",5,7,3.41,3.93,"eng","1",126,0.621220946,0,"a","d","clean","no","yes",240
"1571","7",27,"no",54,9,48,8,"cepillo","BRUSH","relBRUSH","word","related",7,5,3.98,4.29,"eng","1",35,0.770453691,0,"a","d","clean","no","yes",243
"1572","7",27,"no",54,9,48,8,"caramelo","CANDY","relCANDY","word","related",8,5,3.88,3.83,"eng","1",57,0.622094333,1,"a","d","ae","no","yes",246
"1573","7",27,"no",54,9,48,8,"payaso","CLOWN","relCLOWN","word","related",6,5,3.47,3.9,"eng","1",6,1.020464182,0,"a","d","clean","no","yes",257
"1574","7",27,"no",54,9,48,8,"moneda","COIN","relCOIN","word","related",6,4,3.46,4.05,"eng","1",31,0.59244442,0,"a","d","clean","no","yes",258
"1575","7",27,"no",54,9,48,8,"galleta","COOKIE","relCOOKIE","word","related",7,6,3.43,3.65,"eng","1",114,0.61972636,1,"a","d","ae","no","yes",259
"1576","7",27,"no",54,9,48,8,"maíz","CORN","relCORN","word","related",4,4,3.45,3.94,"eng","1",119,0.575110674,0,"a","d","clean","no","yes",260
"1577","7",27,"no",54,9,48,8,"cangrejo","CRAB","relCRAB","word","related",8,4,3.99,4.21,"eng","1",79,0.65552026,0,"a","d","clean","no","yes",262
"1578","7",27,"no",54,9,48,8,"masa","DOUGH","relDOUGH","word","related",4,5,3.45,4.05,"eng","1",104,0.840639055,0,"a","d","clean","no","yes",266
"1579","7",27,"no",54,9,48,8,"enano","DWARF","relDWARF","word","related",5,5,3.99,3.59,"eng","1",29,1.637638688,0,"a","d","clean","no","yes",268
"1580","7",27,"no",54,9,48,8,"bandera","FLAG","relFLAG","word","related",7,4,4.18,4.42,"eng","1",73,0.705013216,0,"a","d","clean","no","yes",274
"1581","7",27,"no",54,9,48,8,"carpeta","FOLDER","relFOLDER","word","related",7,6,3.64,2.94,"eng","1",94,0.69106549,0,"a","d","clean","no","yes",276
"1582","7",27,"no",54,9,48,8,"uva","GRAPE","relGRAPE","word","related",3,5,3.34,3.54,"eng","1",68,0.568528473,0,"a","d","clean","no","yes",281
"1584","7",27,"no",54,9,48,8,"avellana","HAZELNUT","relHAZELNUT","word","related",8,8,2.72,3.17,"eng","1",66,0.7030164,0,"a","d","clean","no","yes",284
"1585","7",27,"no",54,9,48,8,"deberes","HOMEWORK","relHOMEWORK","word","related",7,8,4.01,4.09,"eng","1",124,1.035586596,1,"a","d","as","no","yes",286
"1587","7",27,"no",54,9,48,8,"teclado","KEYBOARD","relKEYBOARD","word","related",7,8,3.32,3.64,"eng","1",95,1.068840504,1,"a","d","com","no","yes",288
"1588","7",27,"no",54,9,48,8,"ascensor","LIFT","relLIFT","word","related",8,4,4.3,4.75,"eng","1",30,0.67418313,1,"a","d","ae","no","yes",291
"1590","7",27,"no",54,9,48,8,"cebolla","ONION","relONION","word","related",7,5,3.79,4.28,"eng","1",62,0.555229247,0,"a","d","clean","no","yes",299
"1591","7",27,"no",54,9,48,8,"lápiz","PENCIL","relPENCIL","word","related",5,6,3.45,3.98,"eng","1",111,0.554388285,0,"a","d","clean","no","yes",302
"1593","7",27,"no",54,9,48,8,"anillo","RING","relRING","word","related",6,4,4.78,4.92,"eng","1",45,0.572838247,1,"a","d","as","no","yes",304
"1594","7",27,"no",54,9,48,8,"cicatriz","SCAR","relSCAR","word","related",8,4,4.03,3.6,"eng","1",83,1.572697043,0,"a","d","clean","no","yes",306
"1595","7",27,"no",54,9,48,8,"escudo","SHIELD","relSHIELD","word","related",6,6,4.01,3.8,"eng","0",2,0.909208298,0,"a","d","clean","no","no",309
